code,label,network,type,lat,lng,latoffset,lonoffset,html
EN7,Enfield - Prince of Wales School,LAQN,Urban Background,51.66864334727,-0.02200720557,0,0,publicdetails.asp?site=EN7&Maptype=Google&mapview=all
EN2,Enfield - Church Street,LAQN,Roadside,51.6524364979749,-0.084224624306898,0,0,publicdetails.asp?site=EN2&Maptype=Google&mapview=all
EN1,Enfield - Bush Hill Park,LAQN,Suburban,51.6450367266602,-6.61800662229116E-02,0,0,publicdetails.asp?site=EN1&Maptype=Google&mapview=all
EN3,Enfield - Salisbury School,LAQN,Urban Background,51.6374794858769,-4.42461406121593E-02,0,0,publicdetails.asp?site=EN3&Maptype=Google&mapview=all
WL3,Waltham Forest - Chingford,LAQN,Roadside,51.6251928602333,-2.25973251092037E-02,-300,-300,publicdetails.asp?site=WL3&Maptype=Google&mapview=all
BW1,Brentwood - Brentwood Town Hall,LAQN,Urban Background,51.618686,0.307746,90,250,publicdetails.asp?site=BW1&Maptype=Google&mapview=all
HR1,Harrow - Stanmore,mixed,Urban Background,51.617327,-0.298775,0,0,publicdetails.asp?site=HR1&Maptype=Google&mapview=all
EN4,Enfield - Derby Road,LAQN,Roadside,51.614864007,-0.0507658363689,0,0,publicdetails.asp?site=EN4&Maptype=Google&mapview=all
BN1,Barnet - Tally Ho Corner,LAQN,Kerbside,51.614675,-0.176607,0,0,publicdetails.asp?site=BN1&Maptype=Google&mapview=all
EN5,Enfield - Bowes Primary School,LAQN,Roadside,51.613865,-0.125338,0,0,publicdetails.asp?site=EN5&Maptype=Google&mapview=all
HV2,Havering - Harold Hill,LAQN,Suburban,51.6065992159427,0.225359558329898,0,0,publicdetails.asp?site=HV2&Maptype=Google&mapview=all
HG3,Haringey - Bounds Green,LAQN,Roadside,51.6059499474804,-0.123441120322547,0,0,publicdetails.asp?site=HG3&Maptype=Google&mapview=all
WL4,Waltham Forest - Crooked Billet,LAQN,Kerbside,51.601718495597,-0.016498263136,0,0,publicdetails.asp?site=WL4&Maptype=Google&mapview=all
BN3,Barnet - Strawberry Vale,LAQN,Urban Background,51.6008848453589,-0.172297542087178,0,0,publicdetails.asp?site=BN3&Maptype=Google&mapview=all
HG1,Haringey - Haringey Town Hall,mixed,Roadside,51.599302,-0.068218,0,0,publicdetails.asp?site=HG1&Maptype=Google&mapview=all
RB5,Redbridge - South Woodford,LAQN,Roadside,51.595851,0.020087,0,0,publicdetails.asp?site=RB5&Maptype=Google&mapview=all
RB3,Redbridge - Fullwell Cross,LAQN,Kerbside,51.593935,0.085516,0,0,publicdetails.asp?site=RB3&Maptype=Google&mapview=all
BN2,Barnet - Finchley,LAQN,Urban Background,51.591901,-0.205992,0,0,publicdetails.asp?site=BN2&Maptype=Google&mapview=all
BT1,Brent - Kingsbury,LAQN,Suburban,51.589618,-0.275519,0,0,publicdetails.asp?site=BT1&Maptype=Google&mapview=all
HR2,Harrow - Pinner Road,LAQN,Roadside,51.588417,-0.362989,0,0,publicdetails.asp?site=HR2&Maptype=Google&mapview=all
HG2,Haringey - Priory Park,mixed,Urban Background,51.586029,-0.126486,0,0,publicdetails.asp?site=HG2&Maptype=Google&mapview=all
HG4,Haringey  - Priory Park South,AURN,Urban Background,51.5839769007709,-0.125400278484885,0,0,publicdetails.asp?site=HG4&Maptype=Google&mapview=all
RB4,Redbridge - Gardner Close,LAQN,Roadside,51.57661,0.030858,0,0,publicdetails.asp?site=RB4&Maptype=Google&mapview=all
HV3,Havering - Romford,LAQN,Roadside,51.572976,0.179079,0,0,publicdetails.asp?site=HV3&Maptype=Google&mapview=all
RB7,Redbridge - Ley Street,LAQN,Urban Background,51.5694843315237,8.29074748964946E-02,0,0,publicdetails.asp?site=RB7&Maptype=Google&mapview=all
RB1,Redbridge - Perth Terrace,LAQN,Urban Background,51.569221,0.081821,0,0,publicdetails.asp?site=RB1&Maptype=Google&mapview=all
WL2,Waltham Forest - Mobile,LAQN,Roadside,51.564725703428,3.99595335237289E-03,0,0,publicdetails.asp?site=WL2&Maptype=Google&mapview=all
BG1,Barking and Dagenham - Rush Green,LAQN,Suburban,51.563752,0.177891,0,0,publicdetails.asp?site=BG1&Maptype=Google&mapview=all
WL1,Waltham Forest - Dawlish Road,LAQN,Urban Background,51.562422,-0.004891,0,0,publicdetails.asp?site=WL1&Maptype=Google&mapview=all
IS4,Islington - Foxham Gardens,LAQN,Urban Background,51.5600403385285,-0.131679425163847,0,0,publicdetails.asp?site=IS4&Maptype=Google&mapview=all
HK4,Hackney - Clapton,LAQN,Urban Background,51.558884,-0.056388,0,0,publicdetails.asp?site=HK4&Maptype=Google&mapview=all
RB2,Redbridge - Ilford Broadway,LAQNlocality,Kerbside,51.5583461865157,6.99915095238029E-02,0,0,publicdetails.asp?site=RB2&Maptype=Google&mapview=all
IS6,Islington - Arsenal,LAQN,Urban Background,51.557895,-0.106989,0,0,publicdetails.asp?site=IS6&Maptype=Google&mapview=all
WL5,Waltham Forest - Leyton,LAQN,Roadside,51.556257676576,-0.013629679065,0,0,publicdetails.asp?site=WL5&Maptype=Google&mapview=all
IS2,Islington - Holloway Road,LAQN,Roadside,51.555378,-0.116146,0,0,publicdetails.asp?site=IS2&Maptype=Google&mapview=all
CP2,Castle Point - Hadleigh,LAQN,Roadside,51.5532732312085,0.606051296833252,0,0,publicdetails.asp?site=CP2&Maptype=Google&mapview=all
BT5,Brent - Neasden Lane,LAQN,Industrial,51.552656,-0.248774,0,0,publicdetails.asp?site=BT5&Maptype=Google&mapview=all
BT4,Brent - Ikea,mixed,Roadside,51.552476,-0.258089,0,0,publicdetails.asp?site=BT4&Maptype=Google&mapview=all
BT2,Brent - Ikea Car Park,LAQN,Roadside,51.5524326273922,-0.260338843869077,750,0,publicdetails.asp?site=BT2&Maptype=Google&mapview=all
HI1,Hillingdon - South Ruislip,LAQN,Roadside,51.552264,-0.402779,0,0,publicdetails.asp?site=HI1&Maptype=Google&mapview=all
HN0,Hackney - Amhurst Road,LAQN,Roadside,51.5500559909969,-6.33016026789864E-02,0,0,publicdetails.asp?site=HN0&Maptype=Google&mapview=all
HN1,Hackney - Homerton Library,LAQN,Roadside,51.5487472103442,-4.18806967224562E-02,0,0,publicdetails.asp?site=HN1&Maptype=Google&mapview=all
CD1,Camden - Swiss Cottage,AURN,Kerbside,51.544219,-0.175284,0,0,publicdetails.asp?site=CD1&Maptype=Google&mapview=all
EI0,Ealing - Greenford,LAQN,Urban Background,51.5439296252862,-0.352801776049933,0,0,publicdetails.asp?site=EI0&Maptype=Google&mapview=all
IS1,Islington - Upper Street,LAQN,Urban Background,51.5407003385595,-0.103269578193151,0,0,publicdetails.asp?site=IS1&Maptype=Google&mapview=all
BG3,Barking and Dagenham - North Street,LAQN,Kerbside,51.540444,0.074418,0,0,publicdetails.asp?site=BG3&Maptype=Google&mapview=all
TH5,Tower Hamlets - Victoria Park,LAQN,Urban Background,51.5399327394691,-3.31740581778178E-02,0,0,publicdetails.asp?site=TH5&Maptype=Google&mapview=all
HK9,Hackney - Queensbridge Road,LAQN,Roadside,51.539324,-0.070078971,0,0,publicdetails.asp?site=HK9&Maptype=Google&mapview=all
BT6,Brent - John Keble Primary School,LAQN,Roadside,51.537799,-0.247793,150,150,publicdetails.asp?site=BT6&Maptype=Google&mapview=all
NM2,Newham - Cam Road,LAQN,Roadside,51.537598,-0.002138,0,0,publicdetails.asp?site=NM2&Maptype=Google&mapview=all
BT3,Brent - Harlesden,LAQN,Roadside,51.5370800298103,-0.249273425299457,-150,-150,publicdetails.asp?site=BT3&Maptype=Google&mapview=all
MW4,Windsor and Maidenhead - Aldebury Road,LAQN,Urban Background,51.5363854087616,-0.725480414494953,0,0,publicdetails.asp?site=MW4&Maptype=Google&mapview=all
BT7,Brent - St Marys Primary School,LAQN,Urban Background,51.534718,-0.196664,0,0,publicdetails.asp?site=BT7&Maptype=Google&mapview=all
KX4,Camden - Coopers Lane,other,Industrial,51.533238,-0.129594,0,0,publicdetails.asp?site=KX4&Maptype=Google&mapview=all
NM4,Newham - East Ham Town Hall,LAQN,Roadside,51.5330166040173,5.50002064487128E-02,0,0,publicdetails.asp?site=NM4&Maptype=Google&mapview=all
BT8,Brent - ARK Franklin Primary Academy,LAQN,Roadside,51.5324054617809,-0.217718908639377,0,0,publicdetails.asp?site=BT8&Maptype=Google&mapview=all
IS5,Islington - Duncan Terrace,LAQN,Roadside,51.5322658877275,-0.104413186512037,0,0,publicdetails.asp?site=IS5&Maptype=Google&mapview=all
EA6,Ealing - Hanger Lane Gyratory,LAQN,Roadside,51.53085,-0.292488,0,0,publicdetails.asp?site=EA6&Maptype=Google&mapview=all
BG2,Barking and Dagenham - Scrattons Farm,LAQN,Suburban,51.529389,0.132857,0,0,publicdetails.asp?site=BG2&Maptype=Google&mapview=all
WME,Westminster - Queens Park Gardens,LAQN,Urban Background,51.5286629697555,-0.20875365618309,0,0,publicdetails.asp?site=WME&Maptype=Google&mapview=all
CD9,Camden - Euston Road,LAQN,Roadside,51.527975,-0.1287742,0,0,publicdetails.asp?site=CD9&Maptype=Google&mapview=all
TH3,Tower Hamlets - Bethnal Green,LAQN,Urban Background,51.526737,-0.053869,0,0,publicdetails.asp?site=TH3&Maptype=Google&mapview=all
HK6,Hackney - Old Street,mixed,Roadside,51.526454,-0.08491,0,0,publicdetails.asp?site=HK6&Maptype=Google&mapview=all
HI2,Hillingdon - Hillingdon Hospital,LAQN,Roadside,51.526115,-0.459128,0,0,publicdetails.asp?site=HI2&Maptype=Google&mapview=all
EI1,Ealing - Western Avenue,LAQN,Roadside,51.5236078191481,-0.265502631799754,0,0,publicdetails.asp?site=EI1&Maptype=Google&mapview=all
EA9,Ealing - Court Way,LAQN,Roadside,51.5225651213491,-0.264922414775277,100,0,publicdetails.asp?site=EA9&Maptype=Google&mapview=all
TH2,Tower Hamlets - Mile End Road,mixed,Roadside,51.5225462561171,-4.20823040635312E-02,0,0,publicdetails.asp?site=TH2&Maptype=Google&mapview=all
MY1,Westminster - Marylebone Road,mixed,Kerbside,51.52254,-0.15459,0,0,publicdetails.asp?site=MY1&Maptype=Google&mapview=all
MY7,Westminster - Marylebone Road FDMS,AURN,Kerbside,51.52254,-0.15459,200,500,publicdetails.asp?site=MY7&Maptype=Google&mapview=all
MR8,Marylebone Road - BAM,other,Kerbside,51.5225093597419,-0.154622154656843,200,500,publicdetails.asp?site=MR8&Maptype=Google&mapview=all
BL0,Camden - Bloomsbury,AURN,Urban Background,51.522287,-0.125848,0,0,publicdetails.asp?site=BL0&Maptype=Google&mapview=all
KC1,Kensington and Chelsea - North Ken,mixed,Urban Background,51.5210467476039,-0.213492139585065,0,0,publicdetails.asp?site=KC1&Maptype=Google&mapview=all
KC7,Kensington and Chelsea - North Ken FDMS,AURN,Urban Background,51.5210467476039,-0.213492139585065,0,500,publicdetails.asp?site=KC7&Maptype=Google&mapview=all
KF1,Kensington and Chelsea - North Ken FIDAS,AURN,Urban Background,51.5210467476039,-0.213492139585065,0,500,publicdetails.asp?site=KF1&Maptype=Google&mapview=all
CP1,Castle Point - Canvey Island,LAQN,Urban Background,51.520955,0.594919,120,310,publicdetails.asp?site=CP1&Maptype=Google&mapview=all
MW1,Windsor and Maidenhead - Frascati Way,LAQN,Roadside,51.520894546995,-0.724024666515,130,5,publicdetails.asp?site=MW1&Maptype=Google&mapview=all
HV1,Havering - Rainham,LAQN,Roadside,51.520787459334,0.205460705694044,0,0,publicdetails.asp?site=HV1&Maptype=Google&mapview=all
CT4,City of London - Beech Street,LAQN,Roadside,51.520225273171,-9.61060474176381E-02,0,0,publicdetails.asp?site=CT4&Maptype=Google&mapview=all
EA8,Ealing - Horn Lane,mixed,Industrial,51.518948,-0.265617,500,400,publicdetails.asp?site=EA8&Maptype=Google&mapview=all
EI8,Ealing - Horn Lane TEOM,LAQN,Industrial,51.5189160348806,-0.265652052386222,0,0,publicdetails.asp?site=EI8&Maptype=Google&mapview=all
CD4,Camden - St Martins College (NOX 1),LAQN,Urban Background,51.518846,-0.12034,-150,-150,publicdetails.asp?site=CD4&Maptype=Google&mapview=all
CD5,Camden - St Martins College (NOX 2),LAQN,Urban Background,51.518846,-0.12034,150,150,publicdetails.asp?site=CD5&Maptype=Google&mapview=all
TK3,Thurrock - Stanford-le-Hope,AURN,Roadside,51.518162,0.439548,125,280,publicdetails.asp?site=TK3&Maptype=Google&mapview=all
IM1,Camden - Holborn (Bee Midtown),LAQN,Kerbside,51.5173675146177,-0.1201947113171,0,0,publicdetails.asp?site=IM1&Maptype=Google&mapview=all
WMC,Westminster - Cavendish Square,LAQN,Roadside,51.5168016452062,-0.145657269364411,0,0,publicdetails.asp?site=WMC&Maptype=Google&mapview=all
WMB,Westminster - Oxford Street East,LAQN,Roadside,51.516066,-0.13516388,0,0,publicdetails.asp?site=WMB&Maptype=Google&mapview=all
CT9,City of London - Guildhall,LAQN,Urban Background,51.515907,-0.092023986,0,0,publicdetails.asp?site=CT9&Maptype=Google&mapview=all
CD3,Camden - Shaftesbury Avenue,mixed,Roadside,51.515532,-0.127027,0,0,publicdetails.asp?site=CD3&Maptype=Google&mapview=all
TH4,Tower Hamlets - Blackwall,mixed,Roadside,51.5150461674013,-8.41849265642741E-03,0,0,publicdetails.asp?site=TH4&Maptype=Google&mapview=all
NM1,Newham - Tant Avenue,LAQN,Urban Background,51.514764,0.011989,0,-300,publicdetails.asp?site=NM1&Maptype=Google&mapview=all
NM3,Newham - Wren Close,LAQN,Urban Background,51.514727,0.014554,0,0,publicdetails.asp?site=NM3&Maptype=Google&mapview=all
CT2,City of London - Farringdon Street,mixed,Kerbside,51.5145253362314,-0.104515626337876,0,0,publicdetails.asp?site=CT2&Maptype=Google&mapview=all
GT1,Kensington and Chelsea - Station Walk,LAQN,Urban Background,51.5140519844289,-0.216532947379263,0,0,publicdetails.asp?site=GT1&Maptype=Google&mapview=all
WMZ,Westminster - Oxford Street 2,other,Kerbside,51.5139287404213,-0.152792701881935,0,0,publicdetails.asp?site=WMZ&Maptype=Google&mapview=all
WM6,Westminster - Oxford Street,LAQN,Kerbside,51.5139287404213,-0.152792701881935,0,0,publicdetails.asp?site=WM6&Maptype=Google&mapview=all
CT3,City of London - The Aldgate School,LAQN,Urban Background,51.513847178423,-0.077765681752,0,0,publicdetails.asp?site=CT3&Maptype=Google&mapview=all
EA1,Ealing - Ealing Town Hall,LAQN,Urban Background,51.5133230466548,-0.307529015473585,0,0,publicdetails.asp?site=EA1&Maptype=Google&mapview=all
GV2,Westminster - Duke Street (Grosvenor),LAQN,Roadside,51.5129998832095,-0.150913488159214,0,0,publicdetails.asp?site=GV2&Maptype=Google&mapview=all
WM5,Westminster - Covent Garden,LAQN,Urban Background,51.5119769825798,-0.12162720332856,0,0,publicdetails.asp?site=WM5&Maptype=Google&mapview=all
NB1,Westminster - Strand (Northbank BID),LAQN,Roadside,51.5119701188277,-0.116713103528546,0,0,publicdetails.asp?site=NB1&Maptype=Google&mapview=all
CT1,City of London - Senator House,LAQN,Urban Background,51.511491,-0.095807,0,0,publicdetails.asp?site=CT1&Maptype=Google&mapview=all
CE3,Regent Street (The Crown Estate),LAQN,Roadside,51.5113771448991,-0.139249367757023,0,0,publicdetails.asp?site=CE3&Maptype=Google&mapview=all
